21	1	a	Playing it since 2010. Still bad at it.   10/10 Best game in CS series.
23	1	a	Blame this game for the rise of the online multiplayer modern military shooter. Good game, great custom maps, terrible community. Not much has really changed since 2000, has it?  I don't think anyone still plays this particular version of CS though.  Edit: Wait, there are over 8,000 people in-game right now. Wow... guess I have to give this a 'yes' then because it isn't dead.
25	1	a	Best game ever! Started my gaming addiction :D
27	1	a	Playing this game since 2001. It ruined my life. Five stars.
29	1	a	Well, look at my hours played you can already tell if it's a good game or not.         (YES IT IS)
31	1	a	WE WONT FORGET 1.6
33	1	a	First of all its my first online game ever. I was very young and i was playing with my friends LAN matches sometimes for fun sometimes with bets the loser treats refreshments. xD This game its the reason that i maked my mum to buy me a PC to playing this game at my home. With the time i learn how to modding on CS 1.6 servers,plugins and more stuffs about PC. After this i learn how to aim on the enemy head, how to fire inside the walls, how to hear someone with his steps and HOW TO FIGHT!!! I have played many FPS(First Person Shooter) Games that they called me hacker of my fast killing. I had so fyckin good and bad moments on that game that i will not forget never. For others its only a game for me it was MY LIFE! This wasnt a review but a little story.  SO COUNTER-STRIKE FTW ♥♥♥♥♥♥ES!!
35	1	a	   Old but Gold.   
37	1	a	  Pros  - No crates which you can waste your money. - You don't pay for the extra maps. - Less Russians. - Less cheaters. - Very alive game (after 16 years). - More than 11, 000 active servers (according to Gametracker).  - You don't need actually PC to play this (you can run it on a Calculator). - More mods than games on Steam. - You can spray in the game. - You can buy MP5. - You can use Flashlight and Nightvision. - You can choose a character. - You can play Assassination mod. - You can use Bunnyhop. - You can play CSGO MOD.  And other stuff I can't remember....
39	1	a	I only write this because of how nostalgic I feel. The game that gave me my passion for shooters. Hands down, in my opinion, best game made in history.  This game, I cannot explain how many emotions it gave me, and thousands or millions of other players.  Cs 1.6, please stay alive.   Pros- Everything Cons- Nothing
41	1	a	10/10 Would get 'Fire in the hole' tattooed on my ♥♥♥.  Again.
43	1	a	'The original Counter-Strike is the raw, uncut cocaine of shooters' - Honest Game Trailers
45	1	a	I tried it a few times.
47	1	a	Counter-Strike is a great series. Though the real change they made was in CS:GO, Counter-Strike has been one of my favorite FPS games of all time. If you prefer a fast based shooter, this game isn't for you.  Counter-Strike can have exciting moments where it's you VS 5 others, or where you have no defuse kit with only a few seconds left to defuse the bomb  A comparable version of Counter-Strike's defuse gametype is the Call Of Duty 'Search and Destroy'
49	1	a	Compared to CS:GO, this is pure gold. Joined a French server where I asked if they could speak english, and they did. Someone said no rush and everyone listened. The community is way more friendlier and the game isn't about how volvo can make more money.
51	1	a	The First Crush , You Just Cannot Forget Her
53	1	a	After 17 years (13 if you want to count from 1.6 steam) there's still 2976 servers running.   Nuff said.
55	1	a	This game will never get old &lt;3
57	1	a	There's nothing to say about this... :)   Legend  
59	1	a	This game is unlike the other counter strike games. This game requires a different type of skill. You have to become used to the recoil each weapon has. You also have to become familiar with the different advantage points of each map. I personally think this is the best counter-strike game.
61	1	a	I've had lots of fun with this game. Graphics are outdated but community is still here to support it.
63	1	a	Ah, this is where it all started from.. The mecca of online competitive scene.. I still remember bunking my extra classes, and play this game in a bunker of a gaming center, during my school days. I didnt think, that it would take root inside of me, that would fruit up, some years later.  Come the post graduation years, and I found myself playing this again, this time.. on a competitive level and making sure I had fun, the entire time I spent, whistling away at this ..  Fond old memories.. Still growing strong.. Still making more and more, as we keep walking through the life..
65	1	a	If you dont like 1.6 then you can suck some balls
67	1	a	Graphics is not everything! :) Old school love.
69	1	a	Counter-Strike is a first-person shooter game from Valve, the first of the Counter-Strike series.  Play the world's number 1 online action game. Engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. Ally with teammates to complete strategic missions. Take out enemy sites. Rescue hostages. Your role affects your team's success. Your team's success affects your role.  Counter-Strike is a round based game where you play as counter terrorist or play as terrorist. As a counter terrorist, your task is to prevent the terrorist from planting a bomb and detonate it or rescue a captured hostages and lead them to the hostage rescue zone, while the terrorist team has to do the opposite. Weapons has hard recoil so you can't just spray and pray, short burst fire can save you in critical situation. Before the round begins, you can and need to buy weapons and equipments with money, you get money by winning the round or killing the enemy team. This type of gameplay encourages team work.
71	1	a	*Goes in-game *Sets server requirements *Joins a server *Empty *Joins another server *Cursed at in rapid Spanish *Asks for tips, says 'I play CS:GO' *Gets cursed at some more *Gets a kill *YOU HAVE BEEN KICKED FROM THIS SERVER*
73	1	a	One of my all time favourite games! You never get bored playing this. You may not find its graphics to be very cool as per today's standard; but, old is gold!
75	1	a	This game is awesome.  + still a lot of full servers from all countries  + you can find many friends in this game  - Unbelievable ugly graphics (♥♥♥♥ that. this game is 15 years old. )
77	1	a	2k9 --&gt; 2k16 :'(  So much time, a lot of memories :'(
79	1	a	This game appears to remain No. 1 FPS Action games since 2000 for around 8 to 11 years. It is a intense game as your health and your exposure is important as well sticking together with your team mates at all costs. You should maybe try this game and learn the routes in common CS maps like dust or assault. Go on try it!  However they are a several downsides to this game like the weapon nerfs like the recoils and smoke grenade failing to detonate airborne and the lame Tactical Shield. And cos this game is so popular that thousands of servers host this game online, that some PC criminals tend to take advantage on players like using hacking or server addon hacking materials. So you maybe best to stay clear of weird or dodgy servers with extreme adult material and Steam cannot unban victims who got hijacked and VAC banned, so please be careful!  But if you are old and wise enough to handle this intense action game...BUY IT, SOLDIER!
81	1	a	More than 15 years and yet best FPS ever made.
83	1	a	Wordless.... very very good.
85	1	a	:)
87	1	a	░░░░░░░░░░░░▄▄  ░░░░░░░░░░░█░░█  ░░░░░░░░░░░█░░█  ░░░░░░░░░░█░░░█  ░░░░░░░░░█░░░░█  ███████▄▄█░░░░░██████▄  ▓▓▓▓▓▓█░░░░░░░░░░░░░░█  ▓▓▓▓▓▓█░░░░ Loved it ░░░░░█  ▓▓▓▓▓▓█░░░░ ░░░░█  ▓▓▓▓▓▓█░░░░ ░░░░░█  ▓▓▓▓▓▓█░░░░░░░░░░░░░░█  ▓▓▓▓▓▓█████░░░░░░░░░█  ██████▀░░░░▀▀██████▀
89	1	a	The best game ever :D !
91	1	a	The 1st and best game i ever played in my entire life! &lt;3  I ♥♥♥♥ing LOVE cs! &lt;3 :D
93	1	a	gods creation
95	1	a	Best FPS game of all time. It's a shame only a few people still play it. Great for older Counter Strike players and newer ones to experience what older players had with this game :) This is where Counter-Strike is love Counter-Strike is life really have a meaning.  After several thousand hours in the game I still love and cherish it. A must have for any FPS player out there.
97	1	a	Pillar of Online FPS gaming.  This game will never die no matter how many new versions are launched :)
99	1	a	The “Test of Time� Award  This award is for the game that is just as good today as the day you first played it. Newer games may come out, but it doesn’t matter… you’ll always come back to play this one.  ;)
101	1	a	Dropping in an old review here. Always a fun game but too bad the newer versions has taken over.
103	1	a	While people are outside playing Pokemon GO I'm playing a real game.
105	1	a	I still remember this from my childhood, It was the first FPS game that I ever played in a computer.  8.5/10
107	1	a	I don't like because Steam blocked redirections from server to server. I know that people using it to slowhack, but now... servers with redirection are unusefull..  Also, VAC not working good for Counter-Strike 1.6. Maybe it could be good for some update, or something...   I can give you anything you need for it.  Contact me.  Kinds and Regards, drag1c.
109	1	a	Such a highly reccomended game for those who want to get it, playing this game in 2016 reminds me of the old style games i used to play on the playstation 2.  I recently came back to play this game due to the fact Counter-Strike: Global Offensive is simply a great game and wanting to seen the origin.  10/10
111	1	a	I've never met so many Brazilians in my life! 10/10
113	1	a	Old good game never dies.  I remember first time playing this game when I was in elementary school. Hiding teacher to play this game with friends is very fun, you should let your kid have experiences like this.
115	1	a	Best competetive game of all time.
117	1	a	Nice game
119	1	a	This game is just amaizing. If you have a game with cheaters then change the server with admins that actualy do stuff right like cs.kopideja.lv  Yes The graphics are outdated and the physix may make no sense but this is what started it all... If you havent played this and you play other CS games then you know nothing about this game... Buy it play it and enjoy  For me this game is more fun than CS:GO or CS:S because its calssic and was a my favorite childhood game 10/10
121	1	a	A must have classic.
123	1	a	  miss this game ♥
125	1	a	Think you got skills because you came from CS:GO?  Think you got skills cause you came from COD?  Think you got skills cause you just bought fallout 4 and still got money left on your steam account?   Well let me tell you a story.         You're going to suck ♥♥♥.       Alot of ♥♥♥.
127	1	a	Perfect for anybody who like shooter game. Just be careful when searching server though.
129	1	a	best bhops 2003
131	1	a	Counter-Strike is a first-person shooter game from Valve, the first of the Counter-Strike series.  Counter-Strike is a round based game where you play as counter terrorist or play as terrorist. As a counter terrorist, your task is to prevent the terrorist from planting a bomb and detonate it or rescue a captured hostages and lead them to the hostage rescue zone, while the terrorist team has to do the opposite. Weapons has hard recoil so you can't just spray and pray, short burst fire can save you in critical situation. Before the round begins, you can and need to buy weapons and equipments with money, you get money by winning the round or killing the enemy team. This type of gameplay encourages team work.  Counter-Strike is a good game. I recommend this game.  Rating 8/10
133	1	a	Consumed my teen years. LANs lans and more lans. Memories.
135	1	a	Counter-Strike was the game that changed everything for me in FPS games, coming from older games like the FPS Game Blood back in (1997) when I was only 10 years old and Half-Life, Counter-Strike changed everything for me it was litterally the best thing ever.  The quality of the game was never about the visuals for me but about the game play and performance and Counter-Strike litterally had it all in my opinion.  Even today after so many years, I occasionally come back and play Counter-Strike just because it is one of the greatest Counter-Strike versions flat out, anyone disputing this are most likely people that started playing either Counter-Strike: Source or Counter-Strike: Global Offensive first then tried Counter-Strike but if you played it in the right order there is no disputing this, because this game might frighten most the new generation that has expectations to visual graphics having to have a certain standard before they will even touch it.  Counter-Strike is not about the visuals, that is just a bonus, if you want visuals then you probably playing the wrong game, Counter-Strike was never Battlefield nor CoD which probably to many looks visually stunning.  If you want quality in a game then Counter-Strike is one of the best games to play and get, hence why I am recommending this game.
137	1	a	Awesome oldschool game ;)
139	1	a	Play this game to understand why we say this game is the best FPS of one in the world.  Counter-Strike is release over 10 years. but a lot of player still play this game. (including me).  Why? Because is so easy, fun, and memory. I am play Counter-Strike started in 2002 to now. is over 10 years.  Is like Half - Life . This game is revolution in FPS.
141	1	a	  Get outta there, It's gonna blow!
143	1	a	The best competitive first person shooter ever created.
145	1	a	pleying it after school itz very funny
147	1	a	Still the best of counter-strike! :) keep it alive
149	1	a	it was one the best fps games back in a days.. would go back in time when this game was still popular   10/10
151	1	a	A game that is so much fun and nostalgic.  Brings back so many memories.   Always in my heart. &lt;3  10 / 10 - Still fun nowadays.
153	1	a	It's a very good game &lt;3 ^^
155	1	a	This was the first game I ever played, and the game which made me love gaming.   Bless you, 1.6
157	1	a	Counter-Strike is a first-person shooter game from Valve, the first of the Counter-Strike series.  Play the world's number 1 online action game. Engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. Ally with teammates to complete strategic missions. Take out enemy sites. Rescue hostages. Your role affects your team's success. Your team's success affects your role.  Counter-Strike is a round based game where you play as counter terrorist or play as terrorist. As a counter terrorist, your task is to prevent the terrorist from planting a bomb and detonate it or rescue a captured hostages and lead them to the hostage rescue zone, while the terrorist team has to do the opposite. Weapons has hard recoil so you can't just spray and pray, short burst fire can save you in critical situation. Before the round begins, you can and need to buy weapons and equipments with money, you get money by winning the round or killing the enemy team. This type of gameplay encourages team work.  Personal Rating: 10/10
159	1	a	This game was so fun before css and csgo
161	1	a	Classic which started the legendary CS franchise.
163	1	a	This game is one of best games for me. I recommend this game to all, but i recommend buying Counter Strike: Conditon Zero and completing the game on hardest difficulty two times. Then play Counter Strike. This is one of old generation games so I wanted to buy This game is one of best games for me. I recommend this game to all, but firstly buy Counter Strike: Conditon Zero and complete game on hardest difficul two times. Then play Counter Strike. This is one of the older games so I wanted to buy it first because i wanted see what it was like before. I played that game, my older brothers played aswell . So when you play this game you have the feeling that you went back in time and played it. Gameplay has been perfect for years. The grapichs are still awsome to me, I play a lot of Black Ops 3 on ps4, this is way better than that for me. So if you have pasion and love to games first play Counter Strike , trust me you will had a lot of fun.  I rate the game10/10.
165	1	a	Old but gold!
167	1	a	Counter-Strike 1.6 ruined many hours of my life!
169	1	a	GREATEST GAME OF ALL TIME!
171	1	a	Buy Condition Zero instead if you want to play with bots. And Global offensive if you want to play multiplayer. But wait, I'm not done yet. Your PC/laptop can't handle CS:GO or CS source but still wants to play Multiplayer? Then this legendary FPS game is the right place to do it.
173	1	a	Classic masterpiece full of minimalistic concept of 'shooting bad guys'. 7/10
175	1	a	=100,000 hours
177	1	a	10/10
179	1	a	Great game. A must have for any Steam user.
181	1	a	The best
183	1	a	1.6 is love, 1.6 is life
185	1	a	Counter-Strike is a pretty old game of 'shooter', which was developed in 1999, and since 2000, supported by Valve. This game immediately caught on millions of players around the world. The game is a confrontation of terrorists and counter-terrorists, representing the forces of good and evil. Objectives of the opposing sides differ depending on the map, in which the battle.  And here is my thoughs..  This is the most entertaining video game i've ever played since 2007. I think i've played this game like 2000hrs i guess, played only the cracked version in that day... I finally i bought this game and it's worth 10 bucks indeed. I still play CS 1.6 because i had an amazing childhood with it! By that i didn't mean online or with bots but i had lots of LAN-party's in my country and my friends still play it though but theres still Lan-party's sometimes in my country ^^ The game is still fun and it never gets boring! I mean todally this game has lots of gamemodes which is ZM/ZE/CSDM/GUNGAME/FURIEN/SURF/DEATHRUN/BASEBUILDER and more and more and more... It's just fantastic! :D  10/10 Would recommand it!
187	1	a	This game an immortal :D
189	1	a	Still the best CS ever made!
191	1	a	Thanks for a great childhood
193	1	a	It's an verry competitive game with a lots of acction and a lots of mods. The old school shooter.
195	1	a	Classic of Counter-Strike. The best game for more than 10 years. If you've never experienced it, just get it.  100% recommend.
197	1	a	♥♥♥♥ing nostalgic m8. Best sound N/A. Best Graphix N/A. Nothing better than good ol' 1.6.   And I am an Ex. Team 3D player.
199	1	a	-Love to shoot people with real life guns with different names? -Have you ever dreamed to kill terrorists and even be a terrorist? -Love playing the same, universal map over and over just because it's the only map you'll ever know? (*cough* dust2) -Have you a desire to work as a team to complete objectives? -Do you know how to speak Brazilian-Portuguese and Romanian? (Awesome because many servers have players that have Brazilians, Romanians, and many other South American/Eurpoean players) -Love nostalgia? -Love to have fun? -Love getting an extra game with bots in it for free?  -Love randomly dying from wallbangs?  Great, you've come to the right game. Seriously though, despite the somewhat smaller North American community (Which is still big for the old game it is) it's probably one of the greatest games i've ever come to play, and i've only had it for about a year, and i'm gonna add hundreds of thousands of hours playing this. I don't even have actual friends that play with me yet I can still have fun with this game. From the countless recoil patterns to remember from all the guns, to the extremely friendly community (for the most part) and playing all these classic maps. Yes, of course there's hackers, you'll see a few of them, but they don't ruin the game. Either the server's admin can just ban them or you can just go to a different server, it's not gamebreaking or anything. And besides, if you get this you also get Counter-Strike: Condition Zero, which has bots. Hell, you can even download Zbots for 1.6, and it waypoints for you! Definitely get this game. This game stands the test of time.  10/10 Would throw brick-looking grenades at terrorists again.
201	1	a	If you can't get Counter-Strike: Global Offensive, this is great replacement for it. It's not as popular, but it still has a big amount of players. Some servers may be in languages you can't understand, but the game is still very fun and requires a great amount of skill. One of the best first person shooters, that still holds to this day from 1999. Although the game's graphics...aren't really the best. Even then, you can get skins, map textures, etc. to spice the graphics up a little bit. Though to me, graphics don't really matter. Highly recommend this game. 9.5/10
203	1	a	I've been playing this game for 10 years (7 or 8 years on non-steam), and it still amazes me with the fact that people are still playing this game.   Met bunch of amazing people, learned english more than what school has taught me, joined and left great community every now and then; this game has a huge impact on my life, from personality to the way I see the world (not exaggerating).  Some people claimed they have slept with my family, some claimed they are not a hacker (while their crosshair moves furiously, claiming it was an earthquake), some other claimed they can play better if their ping was lower and some other claimed they have tracked my IP and are on the way to kill me. What a super friendly community.  Best multiplayer fps game in the history of mankind, never gets me bored with tons of user-made mod, and one thing that this game never cease to amaze me is the fact that this game has a better hitbox than CS:GO (come at me CS:GO plebs)  1.6/Counter-Strike, would get rekt by a player playing in the earthquake again
205	1	a	Counter-Strike is a first-person shooter video game developed by Valve Corporation. It was initially developed and released as a Half-Life modification by Minh 'Gooseman' Le and Jess 'Cliffe' Cliffe in 1999, before Le and Cliffe were hired and the game's intellectual property acquired. Counter-Strike was first released by Valve on the Microsoft Windows platform in 2000. The game later spawned a franchise, and is the first installment in the Counter-Strike series. Several remakes and Ports of Counter-Strike have been released on the Xbox console, as well as OS X and Linux.   Set in various locations around the globe, players assume the roles of members of combating teams that include counter-terrorists and terrorists. During each round of gameplay, the two teams are tasked with defeating the other by the means of either achieving the map's objectives, or else killing all of the enemy combatants. Each player may customize their arsenal of weapons and accessories at the beginning of every match, with currency being earned after the end of each round.
207	1	a	legend in FPS game. legend is still alive. This is CS 1.6 !!!
209	1	a	Very good game, the best counter srike so far. 
211	1	a	I don't care what anyone else says, but CS 1.6 is the #1 FPS and it will never die. :)
213	1	a	Played since 1999
215	1	a	CS is fast paced, intense. this game will not disappoint. The 'just one more round' addiction factor is very high. I've been addicted since 2007. I don't have a ♥♥♥♥ing vision for what i am saying. I'm making this ♥♥♥♥ up as I go. Buy it, download it, whatever; just get on board and if you enjoy it you will NEED it!  Counter-Strike 4 life.
217	1	a	Once bought, your f*cked. 10/10
219	1	a	the best game for RPG and it was very old and till now it is the most epic game :D
221	1	a	.
223	1	a	The greatest game ever made, with Half Life in second. The father to competitive shooters. I'm happy to be back playing it
225	1	a	Ruined my life
227	1	a	Addictive Multiplayer game for me from Years. Till date the only Game i Like to play Online with friends. Love it!
229	1	a	Great Game :))
231	1	a	Play this game. It´s awesome.
233	1	a	im not 12 u idiot im 13. my dad works for valve and if u win im calling hacks and texting him on my nokia to tell him to ban your computer from the internet you noob. my mom owns microsoft so ill break ur windows noob.  if u use mac u need to die.  this game is ok
235	1	a	The best FPS game in history !
237	1	a	So i buy this game to become good at counter strike but i don't good because 1.6 is hard so i buy source to become good at counter strike but source is hard so i buy global offensive to become good at counter strike but i become silver 1 and realise game is not hard... life is hard and friend once told me to kys (kappa your soul) and i think it is great idea! Any way if you good at counter strike game it is fun if not deinstall game because if you're bad at game you are bad. Overall great game but also bad. Yes thank for read!  Btw Paradise Hillz is ugly ♥♥♥♥. Thank for read!
239	1	a	Best Esport game of 21th century .   Good :   -easy to play -no cheaters ( maybe 10% if you play on random pubs) , in CSGO 60% cheating. -best game for tournaments as 5x5 -not boring , you can play again and again to improve ur skill  Bad :  VALVE did not support number one online action/esport game before die  was a lot of bugs   9.7/10  Recommend!
241	1	a	nice game...very nice
243	1	a	Excellent, superb, babelicious game. Ruined my last year of Jr. High and a few of my High school years, would ruin again 10/10.  Excelente juego. Arruino unos años de escuela, arruinaria de nuevo 10/10.  PS  I miss my WON ID.
245	1	a	For me it is one of the best games on steam community :)
247	1	a	10/10
249	1	a	What a greade game had real good times whit this
251	1	a	Yeah... the old Counter-Strike.... Everybody know, what CS is.. Counter-Strike - My rating - 9/10   Why or Why not to play this old classic ?  Positive:  It´s a legendary game, and if u playing games like CS:GO etc. u will like it, cause it will be legendary in your library. Almost everybody played CS 1.6 'from start his cs:go career' Counter-Strike 1.6 is latest and best version on the game, and if u purchase CS, u can play it, if u will download it, there´s is some chance, that u cant play it (Win 8 etc).  Most of legens/pro´s in CS:GO played CS 1.6, it´s like beginning, and it could be your beginning!   Negative: No more good tournaments on CS 1.6 (On CS:GO are tournaments like EMS, Dreamhack etc.) Graphic+Gameplay - Graphic sucks... but its still better then WarZ:P Gameplay.... yeah, crouching sucks, aiming sucks... u know... bad gameplay, if u see CS:GO, when is all so smooth, u will hate CS 1.6... but if u play CS 1.6 before then CS:GO, its good for you, and u will like it (probably:D)  So... my opinion is: It´s legendary game, everyone, who likes FPS must have this in his/her:P steam library. :)   
253	1	a	Best Fps game ever
255	1	a	Greatest game ever.
257	1	a	The best game ever
259	1	a	Flashbang my face
261	1	a	Best game in the world! :-)
263	1	a	The best of all.
265	1	a	This game is the Game of the Millenium...It's the only game that is played from 2000 to today. Every PC is capable to play this game, even the one that didn't got their driver updated on 2003(Probably). So yeah, if you are a fan of old-school, this game is for ya'.
267	1	a	...
269	1	a	Nice Game TO play !!
271	1	a	Forever Retro! Current!
273	1	a	Nice game! )
275	1	a	Old but still the best
277	1	a	best first person shotter of all time   very compatative but i feel like valve not supporting it any more :(
279	1	a	- After all this time?  - Always. &lt;3
281	1	a	will forever and always be my first love
283	1	a	One of the best games and also my favorite :)
285	1	a	The best Action Game Ever
287	1	a	I enjoyed so much playing this game :)
289	1	a	Its old game Bat steal playing all world.. :)
291	1	a	(I've deleted all the comments on this because I wanted to give a serious review about this game and delete my older one, so here ya go)  This is the older Counter-Strike as most people know it. Some people usually don't find enjoyment in playing it due to it being either 'out-dated' or 'glitchy'. I personally tend to enjoy this game from time to time because it's an original game made from the first Source engine, and old school shooters in general ain't too shabby either. Due to the game having a small amount of space to fill in your computer, it rarely ever lags, which makes sure of no interruptions to your enjoyment. It's also just as Competitive as the present Counter-Strike games, though there isn't any seperate Comp gamemode, unfortunately. But that's something that Valve decided to save for later purposes I suppose. Still the King of FPS Games (IMO), I would definetely recommend playing this if you enjoy tactical teamwork in your Online Gaming.
293	1	a	Old school! Played this game from the VERY beginning and I still play it. Not as good as I used to be, but I can still hold my ground for an old guy! :D Recommend all players that like FPS games to get this and play it. Still lots of servers out there and still lots of players.
295	1	a	Recommend delete Counter-Strike:Source &amp; CS:GO !
297	1	a	Its an Awesome game... wud spend ma whole lyf playing dis game :)
299	1	a	No skins no updates good recoil control good servers less russians better servers old style :) I love it .
301	1	a	One of the best games ever out there. Yes, it is old but it is JUST amazing. Much better than CoD; and just as good as Battlefied 3 or 4 maybe :P. There are many things tod if you get bored of the tactical playing in games. You can bhop, deathrun, surf and a lot of other things. This honestly should be a $60 game for how good it actually is. So just get this game as it is simply amazing!
303	1	a	No skins no updates good recoil control good servers less russians better servers old style :) I love it .
305	1	a	A masterpiece you won't ever forget!
307	1	a	10/10
309	1	a	����������������������������
311	1	a	cs the best
313	1	a	Old but gold! :)
315	1	a	CS1.6 indeed the best multiplayer game in the FPS world. I have literally grown up playing this game and still have not got bored having played it for over 10 years now.
317	1	a	The Best Game
319	1	a	Great FPS game, recommended! 
321	1	a	It is a good Co-op game for online gamers.
323	1	a	I've been playing this game since 2004, this game is mind blowing awesome. If you're not looking deeply into graphics, but just want to have fun playing, then this game is for you. Multiple gamemodes, will keep anyone amused. If you don't have it, then what are you waiting for? Get it now!
325	1	a	The Best Game !
327	1	a	(RADIO): Fire in the hole! You got flashed and got stuck in the corner by a teammate (RADIO): Fire in the hole!,(RADIO): Fire in the hole!,(RADIO): Fire in the hole! And both die from a grenade gg nice game will rush again with him
329	1	a	Death is a great teacher. Failure in Counter-Strike is, as it always has been for this series, the greatest way to learn where you should have gone, what you shouldn't have done, and how you could have done better. Counter-Strike players spend a lot of time learning -- consequently, they are always getting better.
331	1	a	Played this game for the first time in 2008. Since then I have clocked more than 5000 hours, that's how addictive its multiplayer is. Father of all FPS in MP. Plus has several mods deathmatch, hns, kz, gungame, scrim, zombiemod and paintball. It's been 14 years and the game is still going strong atleast in the Indian scene.
333	1	a	the wallbangs are real 10/10
335	1	a	it`s ok.:)(2k14) Edit:It`s ok?!That`s all i had to say then? Kinda unfair, given that this is the game of my childhood. Was i a normal grill who loved to spend her whole day with friends back then when it was still OK and actually encouraged to play outside? YUP. But was i also a little geek who couldn`t wait to get back home from school and viciously murder anyone in my path of winning the match?Hells to the yeaah. Note: Can you believe i`m in Medical school, after all of that?  Rainy day cs-playing is the best thing in the world, hands down. This game never gets old.If you haven`t played cs, you`ve lived for nothing. Peace!^^
337	1	a	One of the first games I played, brings back so much memories.  And its ♥♥♥♥ing fun.
339	1	a	2nd Best game from VALVe games after Half-Life 1, even with new VALVe games but this one is still amazing, played it for ages and still!
